time,price
2025-01-02,519.4157104492188
2025-01-03,518.381591796875
2025-01-06,509.0054626464844
2025-01-07,508.4785461425781
2025-01-08,513.4500122070312
2025-01-10,502.52655029296875
2025-01-13,502.7655334472656
2025-01-14,506.8580322265625
2025-01-15,520.1314697265625
2025-01-16,520.9180908203125
2025-01-17,522.4714965820312
2025-01-21,525.817138671875
2025-01-22,524.94091796875
2025-01-23,531.9509887695312
2025-01-24,531.2240600585938
2025-01-27,545.3140258789062
2025-01-28,545.03515625
2025-01-29,546.4690551757812
2025-01-30,563.6060180664062
2025-01-31,553.0709838867188
2025-02-03,561.5547485351562
2025-02-04,556.7352905273438
2025-02-05,563.8848266601562
2025-02-06,564.7510986328125
2025-02-07,560.3598022460938
2025-02-10,563.0881958007812
2025-02-11,562.3015747070312
2025-02-12,562.2019653320312
2025-02-13,563.9047241210938
2025-02-14,562.361328125
2025-02-18,566.1950073242188
2025-02-19,566.0853881835938
2025-02-20,560.8876953125
2025-02-21,555.14208984375
2025-02-24,556.625732421875
2025-02-25,561.6344604492188
2025-02-26,558.8861694335938
2025-02-27,562.4210815429688
2025-02-28,573.8622436523438
2025-03-03,572.4781494140625
2025-03-04,552.7124633789062
2025-03-05,555.9287109375
2025-03-06,547.4848022460938
2025-03-07,544.44775390625
2025-03-10,534.8386840820312
2025-03-11,523.5667114257812
2025-03-12,522.4116821289062
2025-03-13,517.6221923828125
2025-03-14,525.3990478515625
2025-03-17,529.73046875
2025-03-18,527.9381713867188
2025-03-19,533.8131103515625
2025-03-20,534.1018676757812
2025-03-21,533.414794921875
2025-03-24,541.3609008789062
2025-03-25,542.8445434570312
2025-03-26,546.7379150390625
2025-03-27,555.2018432617188
2025-03-28,538.3139038085938
2025-03-31,545.7919921875
2025-04-01,546.1803588867188
2025-04-02,545.05517578125
2025-04-03,528.2965698242188
2025-04-04,487.6897888183594
2025-04-07,483.45782470703125
2025-04-08,477.88165283203125
2025-04-09,514.0548706054688
2025-04-10,498.0078125
2025-04-11,508.3900451660156
2025-04-14,511.09283447265625
2025-04-15,515.9996948242188
2025-04-16,512.0601806640625
2025-04-17,515.9498291015625
2025-04-21,507.9612121582031
2025-04-22,525.9231567382812
2025-04-23,528.595947265625
2025-04-24,534.031494140625
2025-04-25,532.0567016601562
2025-04-28,533.0640258789062
2025-04-29,538.2401733398438
2025-04-30,546.5978393554688
2025-05-01,545.171630859375
2025-05-02,557.8976440429688
2025-05-05,559.6229858398438
2025-05-06,557.4986572265625
2025-05-07,564.819091796875
2025-05-08,565.6069946289062
2025-05-09,567.1229248046875
2025-05-12,576.7272338867188
2025-05-13,575.0517578125
2025-05-14,571.7505493164062
2025-05-15,580.6467895507812
2025-05-16,581.723876953125
2025-05-19,584.8455200195312
2025-05-20,579.5596313476562
2025-05-21,568.0205078125
2025-05-22,568.6189575195312
2025-05-23,562.076416015625
2025-05-27,573.0171508789062
2025-05-28,574.3834838867188
2025-05-29,576.2385864257812
2025-05-30,584.0376586914062
2025-06-02,579.6693725585938
2025-06-03,580.4173583984375
2025-06-04,582.5715942382812
2025-06-05,583.8781127929688
2025-06-06,588.545654296875
2025-06-09,582.7711181640625
2025-06-10,587.9671020507812
2025-06-11,589.1639404296875
2025-06-12,587.7078857421875
2025-06-13,560.5305786132812
2025-06-16,567.1527709960938
2025-06-17,567.9307861328125
2025-06-18,537.2926635742188
2025-06-20,531.548095703125
2025-06-23,540.9030151367188
2025-06-24,556.0426025390625
2025-06-25,548.2334594726562
2025-06-26,544.3538208007812
2025-06-27,548.851806640625
2025-06-30,560.4407958984375
2025-07-01,563.1036376953125
2025-07-02,560.02197265625
2025-07-03,567.7213134765625
2025-07-07,563.6123046875
2025-07-08,560.939453125
2025-07-09,564.3649291992188
2025-07-10,562.7770385742188
2025-07-11,549.45458984375
2025-07-14,552.2908935546875
2025-07-15,549.6343383789062
2025-07-16,554.78759765625
2025-07-17,554.87744140625
2025-07-18,551.9313354492188
2025-07-21,553.9187622070312
2025-07-22,558.0233154296875
2025-07-23,561.3489379882812
2025-07-24,562.757080078125
2025-07-25,567.4708251953125
2025-07-28,567.53076171875
2025-07-29,562.5772705078125
2025-07-30,558.372802734375
2025-07-31,565.7230834960938
2025-08-01,559.15185546875
2025-08-04,569.0587158203125
2025-08-05,565.293701171875
2025-08-06,568.379638671875
2025-08-07,560.4800415039062
2025-08-08,573.5628051757812
2025-08-11,572.8338012695312
2025-08-12,573.4229736328125
2025-08-13,577.1380615234375
2025-08-14,582.9903564453125
2025-08-15,580.9330444335938
2025-08-18,583.369873046875
2025-08-19,584.738037109375
2025-08-20,591.8985595703125
2025-08-21,591.1395874023438
2025-08-22,598.1703491210938
2025-08-25,592.4279174804688
2025-08-26,590.8299560546875
2025-08-27,589.8812255859375
2025-08-28,589.7014770507812
2025-08-29,594.505126953125
2025-09-02,591.0896606445312
2025-09-03,592.497802734375
2025-09-04,594.8546752929688
2025-09-05,583.44970703125
2025-09-08,585.8265991210938
2025-09-09,583.2300415039062
2025-09-10,578.6160888671875
2025-09-11,587.9537963867188
2025-09-12,579.6447143554688
2025-09-15,582.19140625
2025-09-16,585.6467895507812
2025-09-17,597.8407592773438
2025-09-18,585.2772827148438
2025-09-19,583.3897705078125
2025-09-22,583.7193603515625
2025-09-23,569.218505859375
2025-09-24,568.06005859375
2025-09-25,566.552001953125
2025-09-26,564.3848876953125
2025-09-29,567.3909301757812
2025-09-30,568.06005859375
