time,price
2025-01-02,597.843505859375
2025-01-03,603.220947265625
2025-01-06,628.7313842773438
2025-01-07,616.4500732421875
2025-01-08,609.2967529296875
2025-01-10,614.4247436523438
2025-01-13,606.912353515625
2025-01-14,592.8651123046875
2025-01-15,615.6818237304688
2025-01-16,609.8754272460938
2025-01-17,611.3419799804688
2025-01-21,615.0234375
2025-01-22,622.0469970703125
2025-01-23,634.966796875
2025-01-24,645.9811401367188
2025-01-27,658.3422241210938
2025-01-28,672.758544921875
2025-01-29,674.9135131835938
2025-01-30,685.3990478515625
2025-01-31,687.5739135742188
2025-02-03,695.8346557617188
2025-02-04,702.5488891601562
2025-02-05,703.2274169921875
2025-02-06,710.3307495117188
2025-02-07,712.8548583984375
2025-02-10,715.7281494140625
2025-02-11,718.12255859375
2025-02-12,723.6895751953125
2025-02-13,726.8621826171875
2025-02-14,734.9532470703125
2025-02-18,714.7005615234375
2025-02-19,702.1300048828125
2025-02-20,693.2207641601562
2025-02-21,681.95703125
2025-02-24,666.572998046875
2025-02-25,655.9677734375
2025-02-26,672.1300048828125
2025-02-27,656.7059936523438
2025-02-28,666.642822265625
2025-03-03,653.5234375
2025-03-04,638.5086059570312
2025-03-05,654.9401245117188
2025-03-06,626.4666748046875
2025-03-07,624.201904296875
2025-03-10,596.596435546875
2025-03-11,604.2984619140625
2025-03-12,618.1161499023438
2025-03-13,589.2636108398438
2025-03-14,606.7233276367188
2025-03-17,604.0272216796875
2025-03-18,581.5197143554688
2025-03-19,583.2173461914062
2025-03-20,585.1544799804688
2025-03-21,595.3897094726562
2025-03-24,617.9570922851562
2025-03-25,625.4063720703125
2025-03-26,610.0984497070312
2025-03-27,601.7106323242188
2025-03-28,575.9078979492188
2025-03-31,575.5284423828125
2025-04-01,585.1544799804688
2025-04-02,583.0874633789062
2025-04-03,530.8529663085938
2025-04-04,504.0018005371094
2025-04-07,515.505126953125
2025-04-08,509.7135314941406
2025-04-09,584.9248657226562
2025-04-10,545.5017700195312
2025-04-11,542.7857055664062
2025-04-14,530.7131958007812
2025-04-15,520.767578125
2025-04-16,501.58526611328125
2025-04-17,500.7565002441406
2025-04-21,483.9607238769531
2025-04-22,499.5581970214844
2025-04-23,519.5194091796875
2025-04-24,532.3807983398438
2025-04-25,546.4804077148438
2025-04-28,548.9468383789062
2025-04-29,553.6400756835938
2025-04-30,548.2078857421875
2025-05-01,571.3844604492188
2025-05-02,596.1586303710938
2025-05-05,598.4053955078125
2025-05-06,586.462646484375
2025-05-07,595.9489135742188
2025-05-08,597.147216796875
2025-05-09,591.6351928710938
2025-05-12,638.5074462890625
2025-05-13,655.08349609375
2025-05-14,658.40869140625
2025-05-15,642.9510498046875
2025-05-16,639.4161376953125
2025-05-19,639.5059814453125
2025-05-20,636.1807861328125
2025-05-21,634.5830688476562
2025-05-22,635.6515502929688
2025-05-23,626.1552124023438
2025-05-27,641.3932495117188
2025-05-28,642.6514282226562
2025-05-29,644.1193237304688
2025-05-30,646.5557861328125
2025-06-02,669.9320678710938
2025-06-03,665.8878784179688
2025-06-04,686.9574584960938
2025-06-05,683.6322021484375
2025-06-06,696.703369140625
2025-06-09,693.05859375
2025-06-10,701.3865966796875
2025-06-11,693.1384887695312
2025-06-12,692.359619140625
2025-06-13,681.884765625
2025-06-16,701.6464233398438
2025-06-17,696.7597045898438
2025-06-18,695.3007202148438
2025-06-20,681.8897094726562
2025-06-23,698.0588989257812
2025-06-24,711.7196655273438
2025-06-25,708.2020263671875
2025-06-26,725.6002807617188
2025-06-27,733.1351928710938
2025-06-30,737.5922241210938
2025-07-01,718.73486328125
2025-07-02,713.0886840820312
2025-07-03,718.5250244140625
2025-07-07,717.865478515625
2025-07-08,720.1838989257812
2025-07-09,732.2857666015625
2025-07-10,726.7494506835938
2025-07-11,717.0260620117188
2025-07-14,720.4337158203125
2025-07-15,709.910888671875
2025-07-16,702.4358520507812
2025-07-17,700.9368896484375
2025-07-18,703.8049926757812
2025-07-21,712.4890747070312
2025-07-22,704.3345947265625
2025-07-23,713.0986938476562
2025-07-24,714.31787109375
2025-07-25,712.1992797851562
2025-07-28,717.14599609375
2025-07-29,699.52783203125
2025-07-30,694.7410888671875
2025-07-31,772.9183349609375
2025-08-01,749.504150390625
2025-08-04,775.8463745117188
2025-08-05,762.945068359375
2025-08-06,771.4692993164062
2025-08-07,761.316162109375
2025-08-08,768.7811279296875
2025-08-11,765.3534545898438
2025-08-12,789.4671630859375
2025-08-13,779.5538940429688
2025-08-14,781.6024780273438
2025-08-15,784.7003784179688
2025-08-18,766.8524169921875
2025-08-19,750.97314453125
2025-08-20,747.2156372070312
2025-08-21,738.6014404296875
2025-08-22,754.2808837890625
2025-08-25,752.7918701171875
2025-08-26,753.5913696289062
2025-08-27,746.8759155273438
2025-08-28,750.6033935546875
2025-08-29,738.2017822265625
2025-09-02,734.6141357421875
2025-09-03,736.5528564453125
2025-09-04,748.1450805664062
2025-09-05,751.9425048828125
2025-09-08,751.7925415039062
2025-09-09,765.1835327148438
2025-09-10,751.4727783203125
2025-09-11,750.3935546875
2025-09-12,755.0803833007812
2025-09-15,764.1842041015625
2025-09-16,778.4745483398438
2025-09-17,775.19677734375
2025-09-18,779.7237548828125
2025-09-19,777.85498046875
2025-09-22,765.1599731445312
2025-09-23,755.4000244140625
2025-09-24,760.6599731445312
2025-09-25,748.9099731445312
2025-09-26,743.75
2025-09-29,743.4000244140625
2025-09-30,734.3800048828125
2025-10-01,717.3400268554688
2025-10-02,727.0499877929688
2025-10-03,710.5599975585938
2025-10-06,715.6599731445312
2025-10-07,713.0800170898438
2025-10-08,717.8400268554688
2025-10-09,733.510009765625
2025-10-10,705.2999877929688
2025-10-13,715.7000122070312
2025-10-14,708.6500244140625
2025-10-15,717.5499877929688
2025-10-16,712.0700073242188
2025-10-17,716.9199829101562
2025-10-20,732.1699829101562
2025-10-21,733.27001953125
2025-10-22,733.4099731445312
2025-10-23,734.0
